   7500.59375       343.180237    
   7573.89746       19.6350231    
   7637.92139       4.06832218    
   7699.08252       5.80425835    
   7759.07764       5.38092947    
   7818.22021       5.15453053    
   7876.34375       5.22111511    
   7933.13965       5.29266310    
   7988.32324       5.28956032    
   8041.69922       5.22240734    
   8093.17285       5.10776329    
   8142.72656       4.95561028    
   8190.38867       4.77376080    
   8236.20801       4.57058907    
   8280.24023       4.35501575    
   8322.53809       4.13550711    
   8363.15234       3.91918325    
   8402.13672       3.71139097    
   8439.54199       3.51572180    
   8475.42285       3.33431339    
   8509.83203       3.16824603    
   8542.82617       3.01790118    
   8574.45703       2.88322926    
   8604.77734       2.76391625    
   8633.83691       2.65947819    
   8661.68555       2.56931090    
   8688.37305       2.49271870    
   8713.94336       2.42893696    
   8738.44141       2.37715220    
   8761.91309       2.33652210    
   8784.39746       2.30619550    
   8805.93457       2.28532791    
   8826.56445       2.27309370    
   8846.32324       2.26869655    
   8865.24805       2.27137566    
   8883.37305       2.28040957    
   8900.72949       2.29511929    
   8917.35156       2.31486893    
   8933.26855       2.33906603    
   8948.50879       2.36716032    
   8963.10254       2.39864445    
   8977.07715       2.43304968    
   8990.45508       2.46994638    
   9003.26367       2.50894213    
   9015.52734       2.54967880    
   9027.26855       2.59183073    
   9038.50781       2.63510394    
   9049.26660       2.67923164    
   9059.56641       2.72397423    
   9069.42578       2.76911783    
   9078.86230       2.81447029    
   9087.89648       2.85986018    
   9096.54199       2.90513611    
   9104.81738       2.95016479    
   9112.73730       2.99482775    
   9120.31641       3.03902292    
   9127.57129       3.08266020    
   9134.51270       3.12566352    
   9141.15527       3.16796589    
   9147.51270       3.20951223    
   9153.59570       3.25025582    
   9159.41602       3.29015756    
   9164.98535       3.32918692    
   9170.31250       3.36731911    
   9175.41016       3.40453553    
   9180.28711       3.44082284    
   9184.95312       3.47617316    
   9189.41504       3.51058102    
   9193.68359       3.54404640    
   9197.76758       3.57657218    
   9201.67285       3.60816360    
   9205.40723       3.63882875    
   9208.97949       3.66857719    
   9212.39551       3.69742179    
   9215.66211       3.72537589    
   9218.78516       3.75245428    
   9221.77148       3.77867341    
   9224.62598       3.80405092    
   9227.35547       3.82860351    
   9229.96484       3.85235119    
   9232.45801       3.87531161    
   9234.84180       3.89750481    
   9237.12012       3.91895080    
   9239.29590       3.93966866    
   9241.37598       3.95967865    
   9243.36328       3.97900033    
   9245.26172       3.99765372    
   9247.07520       4.01565838    
   9248.80664       4.03303337    
   9250.46094       4.04979801    
   9252.04004       4.06597090    
   9253.54883       4.08157110    
   9254.98828       4.09661627    
   9256.36133       4.11112547    
   9257.67383       4.12511444    
   9258.92480       4.13860083    
   9260.11816       4.15160227    
   9261.25781       4.16413450    
   9262.34473       4.17621231    
   9263.38086       4.18785238    
   9264.36719       4.19906950    
   9265.30957       4.20987797    
   9266.20605       4.22029161    
   9267.06055       4.23032475    
   9267.87598       4.23998976    
   9268.65137       4.24930096    
   9269.38867       4.25826931    
   9270.09180       4.26690817    
   9270.76074       4.27522850    
   9271.39648       4.28324127    
   9272.00098       4.29095840    
   9272.57617       4.29838896    
   9273.12305       4.30554485    
   9273.64062       4.31243515    
   9274.13379       4.31906939    
   9274.60156       4.32545662    
   9275.04492       4.33160591    
   9275.46582       4.33752584    
   9275.86328       4.34322405    
   9276.24121       4.34870958    
   9276.59863       4.35398912    
   9276.93652       4.35907078    
   9277.25586       4.36396170    
   9277.55762       4.36866856    
   9277.84180       4.37319708    
   9278.11035       4.37755489    
   9278.36328       4.38174820    
   9278.60156       4.38578224    
   9278.82520       4.38966322    
   9279.03516       4.39339638    
   9279.23242       4.39698744    
   9279.41699       4.40044117    
   9279.58984       4.40376234    
   9279.75098       4.40695667    
   9279.90039       4.41002750    
   9280.04102       4.41298008    
   9280.16992       4.41581869    
   9280.29102       4.41854715    
   9280.40137       4.42116928    
   9280.50293       4.42368889    
   9280.59668       4.42611074    
   9280.68262       4.42843723    
   9280.75977       4.43067217    
   9280.83105       4.43281889    
   9280.89355       4.43488026    
   9280.95020       4.43686008    
   9281.00000       4.43876028    
   9281.04297       4.44058514    
   9281.08105       4.44233608    
   9281.11328       4.44401646    
   9281.13965       4.44562864    
   9281.16113       4.44717550    
   9281.17676       4.44865942    
   9281.18848       4.45008183    
   9281.19531       4.45144558    
   9281.19824       4.45275307    
   9281.19629       4.45400667    
   9281.19043       4.45520735    
   9281.18066       4.45635843    
   9281.16699       4.45746088    
   9281.15039       4.45851660    
   9281.12988       4.45952749    
   9281.10645       4.46049547    
   9281.07910       4.46142244    
   9281.04980       4.46230936    
   9281.01758       4.46315861    
   9280.98145       4.46397066    
   9280.94336       4.46474838    
   9280.90332       4.46549225    
   9280.86035       4.46620464    
   9280.81543       4.46688557    
   9280.76660       4.46753740    
   9280.71777       4.46816158    
   9280.66602       4.46875811    
   9280.61328       4.46932983    
   9280.55664       4.46987677    
   9280.50000       4.47040081    
   9280.44141       4.47090292    
   9280.38086       4.47138405    
   9280.31738       4.47184515    
   9280.25391       4.47228813    
   9280.18945       4.47271299    
   9280.12305       4.47312164    
   9280.05469       4.47351408    
   9279.98633       4.47389174    
   9279.91602       4.47425604    
   9279.84375       4.47460794    
   9279.77148       4.47494745    
   9279.69727       4.47527552    
   9279.62207       4.47559357    
   9279.54688       4.47590256    
   9279.47070       4.47620249    
   9279.39258       4.47649431    
   9279.31348       4.47677946    
   9279.23438       4.47705793    
   9279.15430       4.47733116    
   9279.07422       4.47759867    
   9278.99121       4.47786283    
   9278.90918       4.47812271    
   9278.82617       4.47837925    
   9278.74219       4.47863388    
   9278.65820       4.47888660    
   9278.57324       4.47913694    
   9278.48730       4.47938728    
   9278.40137       4.47963715    
   9278.31445       4.47988701    
   9278.22754       4.48013783    
   9278.13965       4.48038960    
   9278.05176       4.48064232    
   9277.96191       4.48089743    
   9277.87305       4.48115492    
   9277.78418       4.48141479    
   9277.69434       4.48167753    
   9277.60449       4.48194408    
   9277.51367       4.48221350    
   9277.42188       4.48248720    
   9277.33008       4.48276520    
   9277.23926       4.48304749    
   9277.14648       4.48333454    
   9277.05469       4.48362637    
   9276.96191       4.48392344    
   9276.86914       4.48422527    
   9276.77637       4.48453283    
   9276.68164       4.48484612    
   9276.58789       4.48516512    
   9276.49414       4.48548937    
   9276.39941       4.48582029    
   9276.30566       4.48615694    
   9276.21094       4.48649979    
   9276.11523       4.48684931    
   9276.02051       4.48720407    
   9275.92480       4.48756599    
